,Product_name,clean_review,similarity
0,Kentucky Brunch Brand Stout,"['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5', 'Smell: early morning pancakes and coffee before work that wakes you up', 'Taste: liquifies buttery maple pancakes and hot coffee with some snake bite in it.', 'Feel: Like that Scene in there will be blood when the oil explodes everywhere. Tar.']",0.0
31,Marshmallow Handjee,['look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5'],0.0
32,Marshmallow Handjee,"['look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5', '2017 vintage; drank 6/2/17 @ Harvest Hop Haus.', 'Bottle 538 of 1227.', 'Black appearance.', 'Minimal dark tan head; minimal lace.', 'Rich vanilla, milk chocolate, oak & mild bourbon notes in the nose.', 'Thick, sticky mouthfeel.', 'BOLD, rich vanilla & milk chocolate flavors up front; mild oak & faint bourbon heat notes on the finish.']",0.0
33,Marshmallow Handjee,"['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5', 'For purposes of the review, both 2017 and 2018 were sampled together.', 'Appearance - The beer had the vicious blackness of Dark Lord.', 'Smell - The 2018 had more sweet chocolate marshmallow. 2017 leaned more Earthy and dry but still had an overall sense of sweetness.', 'Taste - The 2018 had amazing notes of toasted marshmallow, chocolate syrup, vanilla, and char in back. The 2017 was not as sweet, but still had notes of sweet vanilla and chocolate. In both bottles, there was a sweet quality of kids’ breakfast cereals. Amazing there is almost no burn from the 15% abv.', 'Mouthfeel - on par with motor oil, the beer has amazing thickness. It clings like few others.']",0.0
34,Marshmallow Handjee,"['look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5', 'L: pours thick and pitch black with no head', 'S: marshmallow, vanilla, chocolate and barrel. Mighty fine', 'T: just like the nose and all in harmony', 'F: smooth, thick and creamy']",0.0
35,Marshmallow Handjee,"['look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25', '2018 vintage. About six months from bottling.', 'A: Pours jet black with a thick ring of dark brown, espresso-like head. No lacing and average retention.', 'S: Suuuuper rich dark chocolate, blackstrap molasses, vanilla bean, dry oak barrel and cinnamon, and light bourbon. A little bit of cardboard. A very brawny BA stout.', 'T: Dark chocolate, vanilla, cola, light spice (cinnamon, clove) and light toasted oak, a bit of sherry and roastiness. Pretty long finish. The barrel is not very noticeable on the palate. As you might guess from the base, this is super sweet; the barrel and vanilla balances this out somewhat but not completely. Like a liquid candy bar.', 'M: Sticky full body and medium, sharp carbonation that thankfully cuts through the massive body. A comforting alcohol warmth gently warms your innards.']",0.0
36,Marshmallow Handjee,['look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5'],0.0
37,Marshmallow Handjee,"['look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5', '750 into a fff teku', 'l- looks great, thick and black. nice half inch head', 's- aroma is off the charts! great vanilla and chocolate! vanilla never smelling artificial', 't- oh shit this is for real. huge bourbon and vanilla, mixes together extremely well. interpreting of the vanilla really makes this beer', 'f- great mouthfeel, smooth and soft. thick and immense but surprisingly velvet']",0.0
38,Marshmallow Handjee,"['look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5', 'Smells great, mouthfeel great.']",0.0
39,Marshmallow Handjee,['look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5'],0.0
40,Marshmallow Handjee,['look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5'],0.0
41,Marshmallow Handjee,['look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5'],0.0
42,Marshmallow Handjee,['look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75'],0.0
43,Marshmallow Handjee,['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5'],0.0
44,Marshmallow Handjee,['look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5'],0.0
45,Marshmallow Handjee,"['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5', '2017 bottle, kept at ~45F since release.', 'Bourbon and sticky caramel on the nose.']",0.0
46,Marshmallow Handjee,"['look: 5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75', '2017 Bottle, Split just two ways :-)']",0.0
47,Marshmallow Handjee,"['look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 5', '2016 bottle poured into a Dark Lord Teku. Split three ways. Thank you Ryan for sharing this beast!', 'Pours an opaque black body with a small brown head that reduces to leave a ring of retention and a little lacing. Sticks to the glass upon swirling.', 'Aromas are potent and come through more intense as this beer warms. Vanilla beans and milk chocolate are prominent, bourbon, a tad bit boozy but in a great way. On the tongue is straight vanilla, chocolate covered marshmallows, rocky road fudge. Mouthfeel is rich and thick, especially as it warms.']",0.0
48,Marshmallow Handjee,"['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5', '2016 bottle poured into a teku.', 'Very opaque black and thick looking upon pouring. Coats and clings to the glass.', 'Aroma is tons of vanilla bean and some booze. Bourbon is present for sure.', 'Taste was straight bourbon vanilla bean but the beer was very balanced and not overly boozy. As this warmed, the bottom of the glass got even better as the vanilla popped more.', 'Feel was thick. Very viscous, as expected. Coated the tongue and mouth and lingered.']",0.0
49,Marshmallow Handjee,"['look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75', 'Vintage 2014: The beer has developed quite nicely and has evolved into almost a flavor profile that resembles a spirit. Absolutely stellar.']",0.0
50,Barrel-Aged Abraxas,['look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5'],0.0
51,Barrel-Aged Abraxas,"['look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5', '2019 edition poured into a tulip glass via draft', 'Color is a milk chocolate brown', 'Smell is light cinnamon, vanilla and bourbon', 'Taste is a more muted cinnamon and chili pepper flavor than i was expecting which was a bit of a disappointment, yet even with the toned down flavors this was still great as everything blended well. Some creamy vanilla was evident and the barrel presence was nice', 'Carbonation was low', 'Mouthfeel was exceptional and the best part as it was thick and creamy and just enough sweetness.']",0.0
52,Barrel-Aged Abraxas,"['look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75', 'Had on draft from a snifter at Perennial.', 'L: Dark, not totally black, but close, with a thin brown head.', 'S: Choc-o-lot', ""T: Very chocolate as well, cinnamon rounded out at the end. I didn't get a ton of heat when cold, but the second half of my pour it comes out nicely at the back end and really augments the rest of the bear. The whiskey is apparent throughout as well, but not as some of their other barrel aged beers."", 'F: Viscous and in a way that works well with the beer.']",0.0
53,Barrel-Aged Abraxas,['look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75'],0.0
54,Barrel-Aged Abraxas,['look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5'],0.0
55,Barrel-Aged Abraxas,"['look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25', 'Obsidian black, with burnt motor oil brown edges at a closer look, and very minimal visible carbonation, but for a thin dark mocha ring that dies to a silky surface fairly quickly.', 'Smell is potent of cinnamon toast and Red Hots, and lesser of vanilla nougat.', 'The medium to thick body has a crackly fizz that firms up and brings out a more dusty cinnamon than on the nose, while the barrel is splintery and adds some heat to the peppery sassafras of the oak that gives a hint of cola at times. Cocoa dusted dates comes out of the semi-dry, warming finish, as rounding chocolate and a smoky char continue to develop over top of the mild to low presence of spicy chili peppers.']",0.0
56,Barrel-Aged Abraxas,"['look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25', 'Pours a pitch black coloration with a small, creamy head. Smell is dominated by rich chocolate fudge and an intense cinnamon note, as well as a strong earthy, oaky, peppery rye barrel note and hints of vanilla and chili. Taste follows the nose, being dominated by chocolate fudge, cinnamon and and a subtle but complex rye barrel character of earthy, musty, oaky, peppery notes, as well as lighter notes of roasted malt, vanilla, chili peppers and just a hint of dark fruits. Finishes with a light sweetness and some cinnamon and oaky, spicy notes lingering in the aftertaste. Full, creamy mouthfeel with a rich body and low carbonation.']",0.0
57,Barrel-Aged Abraxas,['look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5'],0.0
58,Barrel-Aged Abraxas,"['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5', ""Completely by accident, I ran across this beer at a craft beer bar that I frequent - had never heard of Abraxas. Barrel aged imperial stout sounded like the kind of beer I like, so I got a small taste just to see if I wanted a full pour. Didn't take long to decide...in fact, I had a second pour because I couldn't imagine any of the other 99 or so taps could have anything this delicious.""]",0.0
59,Barrel-Aged Abraxas,"['look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75', ""Lucky enough to get a tip of when this was tapping at this year's Great Taste of the Midwest. Otherwise I probably would have missed it. Because with so many beers to try, I find it hard to keep track of when specific beers are being tapped. But I am very grateful that I was near the Perennial tent around 2:00 when they started pouring what turned out to be one of the best beers I have ever had."", 'Regular Abraxas has always been one of my favorite beers. I was curious to see what barrel aging would do to adjuncts that are already in a fairly perfect balance. It was amazing how the barrel stood out but yet still allowed all of the other flavors to shine through. The beer almost tasted like a candy bar but was not overly sweet in anyway. The barrel muted the adjuncts slightly but if possible, put them into even more of a perfect balance than the regular version.']",0.0
60,Barrel-Aged Abraxas,['look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.5'],0.0
61,Barrel-Aged Abraxas,"['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5', 'Quite possibly the top beer of the night, in a tasting that included the likes of BBT, BA Sump, and multiple pre-2013 Dark Lord Variants.', 'The pour is viscous and black.. a dark tan head of foam settles around the glass, drawing out medium lace designs around my 5oz taster glass.', 'The nose is all cinnamon, with a subtle but apparent vanilla backbone. The Ancho is such a subtlety but the balance is incredible. Milk chocolate finish rounds out the flavors and holds the beer together. I’ve never experienced a beer where all the adjuncts work so well together.']",0.0
62,Barrel-Aged Abraxas,"['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5', ""Once in a while, a bottle comes along that you'd be happy to drink, even if it were poured on to a gravel road. Barrel-aged Abraxas is that bottle for me."", ""The peppers and cinnamon are so well-balanced that it's difficult to believe. I drank my first bottle of BA Abraxas side by side with a similar beer - Chemtrail Mix (2017) - and the differences were startling. Likewise, the differences from the base beer. Again, it's a matter of balance - also of mouth feel. BA Abraxas is so rich that it's almost a different beer. The chocolate comes out very distinctly, along with light vanilla notes. The nose is so robust, sweet, and full of bourbon that I'd almost be happy to just smell it."", ""While I still hate the secondary value that the beer carries, I'd trade for it every single year if I could - even if it carried a higher value.""]",0.0
63,Barrel-Aged Abraxas,"['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5', 'This is for 2016 BAA']",0.0
64,Barrel-Aged Abraxas,['look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75'],0.0
65,Barrel-Aged Abraxas,"['look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75', '2017 Bottle. Drank in a snifter.']",0.0
66,Barrel-Aged Abraxas,"['look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75', '2017 vintage', '750ml bottle poured into a snifter', 'Taken from notes, Aug 2017']",0.0
67,Barrel-Aged Abraxas,['look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5'],0.0
68,Barrel-Aged Abraxas,['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5'],0.0
69,Barrel-Aged Abraxas,"['look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.5', ""2017 bottle. Chalice glass. Had at a share. 4 bottles-4 people with Barrel Aged Dark Lord '16, French Vanilla Militia '17, Marshmallow Handjee '17 and Barrel Aged Abraxas '17, in that order."", ""Poured completely black with minimal amount of caramel colored foam which only stuck around the edge of glass. I don't know if it was that I already had some high quality barrel aged beers before it or if it was Marshmallow Handjee just prior, but the smell was predominantly cinnamon and cinnamon alone. As the beer warmed, yes got a bit of cacao and chocolate, but the barrel was extremely faint and I got no semblance of coffee. Very similar flavor to the smell. It was predominantly cinnamon with only faint traces of other ingredients, even after letting it warm all the way to room temperature. The feel was good. On thicker side and sticky."", ""In the tasting it finished as a 3rd out of 4 for three of us (myself included) behind Handjee '17 and BADL '16, and 4th for the fourth person. I don't know if was the quality of the other stouts or the order in which we drank them (could have been), but the expectations were quite high and they weren't met. I, most of all had the high expectations of it being every bit as good as Handjee '17 and perhaps even better, but the beer seemed relatively one dimensional with the cinnamon dominating. The lack of barrel presence, especially compared to the three DL variants was obvious. Just didn't seem like BA Abraxas was all that much 'more' than a regular Abraxas.""]",0.0
70,Barrel-Aged Abraxas,"['look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5', ""I'm doing this off of memory as I've had the beer at the 2017 and 2018 Snallygasters, so I won't do a full review."", ""This is probably the best beer I have drank so far and that includes CBS, many mole' styles of beer, Xocoveza and various others."", 'The smell is similar to homemade hot chocolate with cinnamon.', 'The flavor is hot chocolate, cinnamon, vanilla, marshmallow and a slight booziness.']",0.0
71,Barrel-Aged Abraxas,['look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5'],0.0
72,Barrel-Aged Abraxas,['look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75'],0.0
73,Barrel-Aged Abraxas,['look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5'],0.0
74,Barrel-Aged Abraxas,"['look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75', '5oz pour into a snifter. 2017 Edition', 'L: Pours pitch black with one finger of khaki head. Dissipates quickly and leaves a tan ring around the edge.', 'N: Cinnamon stix up front. Getting the spicy notes from the rye barrels. Oak, Bourbon, vanilla.', 'T: Follows the nose, cinnamon stix, get the warm Bourbon on the back end. Vanilla frosting. Tastes like a cinnamon roll. Some chocolate and fudge quality. Would warm you up on a cold winter night.', 'F: Moderate body, not sticky viscous, but good, smooth mouthfeel.', 'O: Lives up to the hype. Would love a bottle to enjoy. Very well crafted BA Stout from Perennial.', '2018: Less barrel forward, good cinnamon, overall down a notch from 2017. 4.6']",0.0
75,Hunahpu's Imperial Stout - Double Barrel Aged,['look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4'],0.0
76,Hunahpu's Imperial Stout - Double Barrel Aged,['look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5'],0.0
77,Hunahpu's Imperial Stout - Double Barrel Aged,"['look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75', 'Thanks to my new friends at the Cycle Barrel Aged Day bottle shared.', 'Look- A smooth black with a thin tannish head which faded quickly.', 'Smell- A mix of barrel, booze, and sweetness of chocolate. Interesting mix that really works.', 'Taste- Chocolate, barrel, coconut, and just a hint of cinnamon. Nothing like the Hunahpus that I had tried before. There was more sweetness but the barrel gave it a nice sharp flavor. I think the brandy really gave the flavors an awesome boost.', 'Mouthfeel- A nice thick coating which lingers. Full bodied and little carbonation.']",0.0
78,Hunahpu's Imperial Stout - Double Barrel Aged,"['look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25', 'This one pours a fairly dark black color, with a small head, and a little bit of lacing.', 'This smells like heavy roast, pepper spice, rum spice, cocoa powder, oak, dark fruit, smoke, and espresso.', ""Both barrels don't necessarily come through here - it's more smokey rum than anything else. I'm not sure I actually get any apple brandy. There's a decent amount of pepper, and a touch of cinnamon, and a definite big helping of chocolate. There's some tobacco and smoke too, as is kind of common with this brewery. There's a touch of molasses syrup on the back end, too."", 'This is medium bodied, with a decent creaminess, and no real booziness, with a slightly bitter/syrupy finish.']",0.0
79,Hunahpu's Imperial Stout - Double Barrel Aged,['look: 4.5 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.75'],0.0
80,Hunahpu's Imperial Stout - Double Barrel Aged,"['look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25', 'B2, shared amongst friends.', 'Black, opaque, mocha froth head.', 'Aroma has booze, spicy cinnamon, vanilla and roasted malts.', 'Flavor has a lot of fudgy chocolate with an increasing cinnamon presence as it warms. Moderate pepper heat, light vanilla in the background. The apple brandy barrel comes out as it gets close to room temperature.', 'Moderate carbonation, syrupy, Above medium body.']",0.0
81,Hunahpu's Imperial Stout - Double Barrel Aged,"['look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5', 'Appearance - The beer poured a silky black color with a dark mocha colored head.', 'Smell - The nose was the of a sweet barrel aged stout. The booze and cinnamon are noted, but not the heat.', 'Taste - At the front, my first impression was black licorice. It was not nasty black licorice, since it was balanced by chocolate syrup, coconut, and dry green apple. My disappointment was that the pepper spice of the base beer was gone. There was a hint of cinnamon, but little heat. The barrel notes become more pronouned as it warms, particularly the apple brandy.', 'Mouthfeel - The beer was big bodied, just hovering on the tongue and allowing the test profile to develop.']",0.0
82,Hunahpu's Imperial Stout - Double Barrel Aged,['look: 4 | smell: 4.25 | taste: 3.75 | feel: 4.5 | overall: 4'],0.0
83,Hunahpu's Imperial Stout - Double Barrel Aged,"['look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25', '2016 batch (#2) reviewed.', ""Hunahpu's is one of those beers that I loved the very first time I tried it, and I've been chasing that dragon ever since... unsuccessfully, as it turns out."", ""I've been lucky enough to try Barrel-aged Huna twice now - once at Great American Beer Fest, and for a second time when I won a bottle in a charity raffle. As it turns out, I drank my BA Huna alongside of Double Barrel Huna, expecting that I would be blown away by the Double Barrel... in fact, it was the exact opposite experience."", ""And perhaps I should have expected that, given the barrels used in DB Huna - Rum and Apple Brandy barrels don't often tend to impart much thickness to a beer, and in combination, they definitely made the beer seem a bit thin. Additionally, where the bourbon barrels in BA Huna add depth, richness, sweetness, and complexity, it seems that Double Barrel just took on thinness and acidity. It's also quite charred in taste - it reminded me quite a bit of my gripes with 2018 Huna. Sadly, all of that cinnamon and vanilla that I love seemed to be entirely absent. It's still a sweet beer, but it's greatly overshadowed by the barrel notes and char and acidity.""]",0.0
84,Hunahpu's Imperial Stout - Double Barrel Aged,['look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75'],0.0
85,Hunahpu's Imperial Stout - Double Barrel Aged,['look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75'],0.0
86,Hunahpu's Imperial Stout - Double Barrel Aged,['look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5'],0.0
87,Hunahpu's Imperial Stout - Double Barrel Aged,['look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25'],0.0
88,Hunahpu's Imperial Stout - Double Barrel Aged,['look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.75 | overall: 4.5'],0.0
89,Hunahpu's Imperial Stout - Double Barrel Aged,"['look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 5', 'Very Dark brown with a tan head. It appeared to be less thick on the pour particularly compared to Man Bear Pig which we had drank before this beer.', 'Boozy on the nose but not over powering which is just the way it finishes. Malt chocolate, slightly spicy, sweet molasses but not overly sweet. I liked the balance in flavors.', ""T- Kind of weird (not saying that's bad). It's mostly chocolate (mix of milk and dark like the smell) with some chili heat on the finish. Every now and then, I get hints of dark sugars and a bit of green apple. "", 'F- Medium feel. A little booze burn. Could be thicker and richer. ']",0.0
90,Hunahpu's Imperial Stout - Double Barrel Aged,"['look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75', 'Poured into a tulip glass via bottle (2016 Edition)', 'color is a mocha brown with tan foam', 'smell is rum, cinnamon, Chilies and chocolate', 'taste is rum soaked chocolate up front , kinda sweet, followed by the apple brandy and chocolate with the spice of the chili heat at the end..lots of flavor here!', 'carbonation is low, and the mouthfeel is thick and creamy']",0.0
